patch 2.7.6-7
pciutils 3.6.2-1
pcre 8.42-2
pcre2 10.32-2
pcsclite 1.8.24-1
perl 5.28.1-1
perl-clone 0.41-1
perl-dbi 1.642-1
perl-error 0.17027-1
perl-file-which 1.22-2
perl-image-exiftool 11.11-1
perl-mailtools 2.20-2
perl-parse-yapp 1.21-1
perl-timedate 2.30-5
perl-xml-libxml 2.0132-2
perl-xml-namespacesupport 1.12-3
perl-xml-parser 2.44-7
perl-xml-sax 1.00-1
perl-xml-sax-base 1.09-3
phonon-qt5 4.10.2-1
phonon-qt5-vlc 0.10.2-1
pinentry 1.1.0-4
pipewire 0.2.5+3+g371da358-1
pixman 0.36.0-1
pkcs11-helper 1.25.1-1
pkgconf 1.6.0-1
pkgfile 19-1
playerctl 0.6.1-1
polkit 0.115+24+g5230646-1
polkit-gnome 0.105-4
polkit-qt5 0.112.0+git20180107-2
poppler 0.72.0-1
poppler-data 0.4.9-1
poppler-glib 0.72.0-1
poppler-qt5 0.72.0-1
popt 1.16-10
portsmf 228-3
postgresql 11.1-3
postgresql-libs 11.1-3
potrace 1.15-1
powertop 2.10-1
ppp 2.4.7-5
pptpclient 1.10.0-1
procps-ng 3.3.15-1.2
protobuf 3.6.1.3-1
psmisc 23.2-1
ptex 2.3.0-1
pulseaudio 12.2-2
pulseaudio-alsa 2-4
pulseaudio-bluetooth 12.2-2
pulseaudio-ctl 1.66-1
pulseaudio-zeroconf 12.2-2
purpose 5.54.0-1
pygobject-devel 3.30.4-1
pygobject2-devel 2.28.7-2
pygtk 2.24.0-8
pygtksourceview2 2.10.1-6
pyqt5-common 5.11.3-2
python 3.7.2-3
python-anytree 2.4.3-2
python-appdirs 1.4.3-2
python-asn1crypto 0.24.0-2
python-beaker 1.10.0-2
python-beautifulsoup4 4.6.3-1
python-cachecontrol 0.12.5-4
python-cached-property 1.5.1-1
python-cairo 1.18.0-1
python-cffi 1.11.5-2
python-chardet 3.0.4-2
python-click 7.0-1
python-colorama 0.4.1-1
python-cryptography 2.4.2-1
python-dbus 1.2.8-2
python-dbus-common 1.2.8-2
python-distlib 0.2.8-1
python-distro 1.3.0-2
python-docker 3.7.0-1
python-docker-pycreds 0.4.0-1
python-dockerpty 0.4.1-3
python-docopt 0.6.2-5
python-fido2 0.5.0-1
python-gobject 3.30.4-1
python-html5lib 1.0.1-3
python-idna 2.8-1
python-jade-application-kit 1.3.5-2
python-jsonschema 2.6.0-3
python-lockfile 0.12.2-4
python-lxml 4.3.0-1
python-mako 1.0.7-3
python-markupsafe 1.1.0-1
python-msgpack 0.6.0-1
python-nautilus 1.2.2-3
python-npyscreen 4.10.5-2
python-numpy 1.15.4-1
python-packaging 18.0-1
python-pep517 0.5.0-1
python-pip 18.1-1
python-ply 3.11-2
python-progress 1.4-2
python-pycparser 2.19-1
python-pycups 1.9.74-1
python-pycurl 7.43.0.2-2
python-pygments 2.3.1-1
python-pyopenssl 18.0.0-2
python-pyotherside 1.5.3-2
python-pyparsing 2.3.1-1
python-pyqt5 5.11.3-2
python-pyscard 1.9.7-2
python-pytoml 0.1.20-1
python-pyusb 1.0.2-2
python-requests 2.21.0-1
python-retrying 1.3.3-4
python-setuptools 1:40.6.3-1
python-sip-pyqt5 4.19.13-1
python-six 1.12.0-1
python-texttable 1.6.0-1
python-urllib3 1.24.1-1
python-webencodings 0.5.1-2
python-websocket-client 0.54.0-1
python-xdg 0.26-2
python-yaml 3.13-2
python2 2.7.15-4
python2-appdirs 1.4.3-2
python2-asn1crypto 0.24.0-2
python2-attrs 18.2.0-1
python2-automat 0.7.0-2
python2-beaker 1.10.0-2
python2-cairo 1.18.0-1
python2-cffi 1.11.5-2
python2-chardet 3.0.4-2
python2-click 7.0-1
python2-constantly 15.1.0-3
python2-cryptography 2.4.2-1
python2-enum34 1.1.6-2
python2-funcsigs 1.0.2-2
python2-gobject 3.30.4-1
python2-gobject2 2.28.7-2
python2-gtkspellcheck 4.0.5-5
python2-hyperlink 18.0.0-2
python2-idna 2.8-1
python2-incremental 17.5.0-2
python2-ipaddress 1.0.22-1
python2-lxml 4.3.0-1
python2-mako 1.0.7-3
python2-markupsafe 1.1.0-1
python2-notify 0.1.1-14
python2-numpy 1.15.4-1
python2-packaging 18.0-1
python2-pillow 5.4.1-1
python2-ply 3.11-2
python2-psutil 5.4.8-1
python2-pycparser 2.19-1
python2-pyenchant 2.0.0-3
python2-pyhamcrest 1.9.0-3
python2-pyopenssl 18.0.0-2
python2-pyparsing 2.3.1-1
python2-scour 0.37-3
python2-setuptools 1:40.6.3-1
python2-simplejson 3.16.1-1
python2-six 1.12.0-1
python2-twisted 18.9.0-1
python2-xdg 0.26-2
python2-zope-interface 4.6.0-1
qjson 0.9.0-2
qpdf 8.2.1-1
qt4 4.8.7-27
qt5-base 5.12.0-3.0
qt5-declarative 5.12.0-1
qt5-graphicaleffects 5.12.0-1
qt5-location 5.12.0-1
qt5-multimedia 5.12.0-1
qt5-quickcontrols 5.12.0-1
qt5-quickcontrols2 5.12.0-1
qt5-script 5.12.0-1
qt5-sensors 5.12.0-1
qt5-speech 5.12.0-1
qt5-styleplugins 5.0.0.20170311-9
qt5-svg 5.12.0-1
qt5-tools 5.12.0-1
qt5-translations 5.12.0-1
qt5-webchannel 5.12.0-1
qt5-webkit 5.212.0alpha2-22
qt5-x11extras 5.12.0-1
qt5-xmlpatterns 5.12.0-1
qt5ct 0.37-1
raptor 2.0.15-10
rasqal 1:0.9.33-2
re2 20190101-1
readline 8.0.0-1
redis 5.0.3-1
redland 1:1.0.17-7
reiserfsprogs 3.6.27-2
rest 0.8.1-1
rhash 1.3.7-1
ripgrep 0.10.0-2
rpcbind 1.2.5-2
rsync 3.1.3-1
rtkit 0.11+10+g493a135-1
rtmpdump 1:2.4.r96.fa8646d-4
ruby 2.6.0-5
ruby-bundler 2.0.1-3
rubygems 3.0.2-3
run-parts 4.8.6-1
runc 1.0.0rc5+168+g079817cc-1
rust 1:1.32.0-1
s-nail 14.9.11-2
samba 4.9.4-2
sane 1.0.27-2
sbc 1.4-1
sdl 1.2.15-10
sdl2 2.0.9-1
seahorse 1:3.30.1.1-1
sed 4.7-1
semver 5.6.0-1
serd 0.30.0-1
sg3_utils 1.44-1
shaderc 2018.0-3
shadow 4.6-2
shared-color-targets 0.1.7-2
shared-mime-info 1.10-1
shhmsg 1.4.2-3
signon-kwallet-extension 18.12.1-1
signon-plugin-oauth2 0.24-2
signon-ui 0.17+20150611-2
signond 8.60-1
simple-scan 3.30.2-1
slang 2.3.2-1
smbclient 4.9.4-2
snappy 1.1.7-1
solid 5.54.0-1
sonnet 5.54.0-1
sord 0.16.2-1
sound-theme-freedesktop 0.8-3
soundtouch 2.1.2-1
source-highlight 3.1.8-18
spandsp 0.0.6-2
spectre-meltdown-checker 0.37-1
speex 1.2.0-2
speexdsp 1.2rc3-3
spirv-tools 2018.5-1
splix 2.0.0-14
sqlite 3.26.0-2
sratom 0.6.2-2
srt 1.3.1-1
sshpass 1.06-2
startup-notification 0.12-6
steam-devices 0.2-2
steam-manjaro 1.0.0.56-1
sudo 1.8.27-1
suil 0.10.2-1
suitesparse 5.4.0-1
swig 3.0.12-2
sysfsutils 2.1.0-10
sysstat 12.0.2-2
system-config-printer 1.5.11-4
systemd 239.6-4
systemd-fsck-silent 239-1
systemd-sysvcompat 239.6-4
t1lib 5.1.2-7
taglib 1.11.1-2
talloc 2.1.14-1
tar 1.31-2
tcl 8.6.9-2
tdb 1.3.16-1
telepathy-accounts-signon 1.0-4
telepathy-farstream 0.6.2-5
telepathy-glib 0.24.1-2
telepathy-logger 0.8.2-3
telepathy-mission-control 5.16.4-3
terminus-font 4.46-1.1
tevent 1:0.9.37-1
texinfo 6.5-2
texlive-bibtexextra 2018.49283-1
texlive-bin 2018.48691-4
texlive-core 2018.49285-1
texlive-fontsextra 2018.49197-1
texlive-formatsextra 2018.48634-1
texlive-games 2018.49111-1
texlive-humanities 2018.49287-1
texlive-latexextra 2018.49282-1
texlive-music 2018.48353-1
texlive-pictures 2018.49201-1
texlive-pstricks 2018.49223-1
texlive-publishers 2018.49284-1
texlive-science 2018.49286-1
thin-provisioning-tools 0.7.6-1
timeshift 18.9.1-4
tinyxml 2.6.2-6
tlp 1.1-1.0
tmux 2.8-1
totem 3.30.0-1
totem-plparser 3.26.2-1
tracker 2.1.6-2
tracker-miners 2.1.5-2
transcode 1.1.7-30
transmission-remote-gtk 1.4.1-1
tslib 1.18-1
ttf-bitstream-vera 1.10-12
ttf-dejavu 2.37-2
ttf-droid 20121017-6
ttf-font-icons 1.1-3
ttf-hack 3.003-1
ttf-inconsolata 1:2.0.0.1-3
ttf-indic-otf 0.2-9
ttf-liberation 2.00.1-8
twolame 0.3.13-8
tzdata 2018i-1
udisks2 2.8.1-1
ufw 0.36-1
uget 2.2.1-2
unace 2.5-10
unrar 1:5.6.8-1
unzip 6.0-13
update-notifier 0.7.7-3
upower 0.99.9-1
usb_modeswitch 2.5.2-1
usbmuxd 1.1.0+48+g1cc8b34-3
usbutils 010-1
util-linux 2.33.1-2
v4l-utils 1.16.3-1
v86d 0.1.10-5.1
vala 0.42.4-1
vamp-plugin-sdk 2.7.1-2
vcdimager 2.0.1-1
vi 1:070224-3
vid.stab 1.1-2
vim 8.1.0751-1
vim-runtime 8.1.0751-1
vim-spell-en 20180224-1
virtualbox 6.0.2-1
virtualbox-guest-iso 6.0.2-1
vlc 3.0.6-1
volume_key 0.3.11-2
vpnc 0.5.3.svn550-3
vte-common 0.54.3-1
vte3 0.54.3-1
vulkan-icd-loader 1.1.96+3009+32d33e965-1
vulkan-intel 18.3.2-0
vulkan-radeon 18.3.2-0
wallpapers-2018 1.0-1
wavpack 5.1.0-2
wayland 1.16.0-1
wayland-protocols 1.17-1
webkit2gtk 2.22.5-1
webrtc-audio-processing 0.3.1-1
wget 1.20.1-2
which 2.21-3
wildmidi 0.4.3-1
wireless-regdb 2018.10.24-2
wireless_tools 30.pre9-2
woff2 1.0.2-1
wpa_supplicant 2:2.6-2
wxgtk-common 3.0.4-2
wxgtk3 3.0.4-2
x264 2:155.r0a84d986-2
x265 2.9-1
xcb-proto 1.13-2
xcb-util 0.4.0-2
xcb-util-cursor 0.1.3-2
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xcb-util-xrm 1.3-1
xcursor-breeze 5.11.5-1
xdg-dbus-proxy 0.1.1-1
xdg-desktop-portal 1.1.1-1
xdg-desktop-portal-gtk 1.1.1-1
xdg-su 1.2.3-1
xdg-user-dirs 0.17-1
xdg-user-dirs-gtk 0.10+9+g5b7efc6-2
xdg-utils 1.1.3-3
xf86-input-elographics 1.4.1-8
xf86-input-evdev 2.10.6-1
xf86-input-keyboard 1.9.0-3
xf86-input-libinput 0.28.1-1
xf86-input-mouse 1.9.3-1
xf86-input-void 1.4.1-4
xf86-input-wacom 0.36.1-1
xf86-video-amdgpu 18.1.0-1
xf86-video-ati 1:18.1.0-1
xf86-video-intel 1:2.99.917+855+g746ab3bb-1
xf86-video-nouveau 1.0.15-3
xfsprogs 4.19.0-2
xkeyboard-config 2.25-1
xmlsec 1.2.27-1
xorg-bdftopcf 1.1-1
xorg-font-util 1.3.1-2
xorg-font-utils 7.6-5
xorg-fonts-alias 1.0.3-2
xorg-fonts-encodings 1.0.4-5
xorg-mkfontdir 1.0.7-9
xorg-mkfontscale 1.1.3-1
xorg-server 1.20.3-1
xorg-server-common 1.20.3-1
xorg-server-xvfb 1.20.3-1
xorg-server-xwayland 1.20.3-1
xorg-setxkbmap 1.3.1-2
xorg-twm 1.0.10-1
xorg-xauth 1.0.10-2
xorg-xdpyinfo 1.3.2-2
xorg-xhost 1.0.7-2
xorg-xinit 1.4.0-3
xorg-xkbcomp 1.4.2-1
xorg-xmodmap 1.0.9-2
xorg-xrandr 1.5.0-2
xorg-xrdb 1.1.1-1
xorg-xset 1.2.4-1
xorgproto 2018.4-1
xvidcore 1.3.5-1
xz 5.2.4-1
yad 0.40.0-1
yajl 2.1.0-2
yaml-cpp 0.6.2-1
yarn 1.13.0-1
yasm 1.3.0-3
yay 9.0.1-3.0
yelp 3.30.0-1
yelp-tools 3.28.0-1
yelp-xsl 3.30.1-1
youtube-dl 2019.01.17-1
yubico-c 1.13-5
yubico-c-client 2.15-4
yubico-pam 2.26-1
yubikey-manager 2.0.0-1
yubikey-manager-qt 1.1.0-1
yubikey-personalization 1.19.0-2
yubikey-personalization-gui 3.1.25-1
zenity 3.30.0-1
zeromq 4.3.1-1
zim 0.69-1
zip 3.0-8
zita-alsa-pcmi 0.3.2-1
zita-resampler 1.6.2-1
zlib 1:1.2.11-3
zsh 5.6.2-1
zstd 1.3.7-1
zvbi 0.2.35-3
zziplib 0.13.69-1
